genome_id,genome_name,other_names,ncbi_taxon_id,taxon_lineage_i_ds,taxon_lineage_names,superkingdom,kingdom,phylum,class,order,family,genus,species,genome_status,strain,serovar,biovar,pathovar,mlst,segment,subtype,h_type,n_type,h1_clade_global,h1_clade_us,h5_clade,p_h1n1_like,lineage,clade,subclade,other_typing,culture_collection,type_strain,reference,genome_quality,completion_date,publication,authors,bio_project_accession,bio_sample_accession,assembly_accession,sra_accession,gen_bank_accessions,sequencing_center,sequencing_status,sequencing_platform,sequencing_depth,assembly_method,chromosome,plasmids,contigs,size,gc_content,contig_l50,contig_n50,trna,rrna,mat_peptide,cds,coarse_consistency,fine_consistency,check_m_contamination,check_m_completeness,genome_quality_flags,isolation_source,isolation_comments,collection_date,collection_year,season,isolation_country,state_province,county,city,geographic_group,geographic_location,other_environmental,host_name,host_common_name,host_sex,host_age,host_health,host_group,lab_host,passage,other_clinical,additional_metadata,comments,date_inserted,date_modified
573.1644,Klebsiella pneumoniae strain 459,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,459,NA,NA,NA,MLST.klebsiella.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2017-12-07T00:00:00Z,NA,NA,PRJNA325418,SAMN05231873,GCA_002814015.1,NA,CP018306,Peking University People's Hospital,Complete,not specified,not specified,not specified v. not specified,NA,NA,1,5320942,57.4,1,5320942,89,9,NA,5401,99.7,98.3,NA,100,NA,Sputum,NA,2008-10-08,2008,NA,China,NA,NA,NA,Asia,China,NA,"Human, Homo sapiens",Human,Female,49,pneumonia,Human,NA,NA,NA,collected_by:Fujian Provincial Hospital,Complete nucleotide sequence of the chromosome of a clinical Klebsiella pneumoniae isolate 459,2018-01-01T04:24:09Z,2018-01-01T04:24:09Z
573.16441,Klebsiella pneumoniae strain KP1768,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,KP1768,NA,NA,NA,MLST.klebsiella.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,genotype:ST307,NA,NA,NA,Good,2017-12-12T00:00:00Z,NA,NA,PRJNA420753,SAMN08133260,GCA_002833445.1,NA,"CP025140,CP025141,CP025142",Medini Annavajhala's shared submissions,Complete,Illumina MiSeq and Oxford Nanopore,61X,SPAdes hybrid assembly v. 3.10.1,NA,2,3,5745430,57.12,1,5388466,87,9,NA,5891,99.9,98.2,NA,100,NA,Pancreatic Fluid,NA,2016-11,2016,NA,USA,NA,NA,NA,North America,USA: New York City,NA,"Human, Homo sapiens",Human,NA,NA,NA,Human,NA,NA,NA,collected_by:Columbia University,Identification of distinct genomic adaptations in blaKPC-2-harboring Klebsiella pneumoniae ST307 conferring resistance to Ceftazidime-Avibactam.,2018-01-01T04:45:26Z,2018-01-01T04:45:26Z
573.16442,Klebsiella pneumoniae strain NR5632,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,NR5632,NA,NA,NA,MLST.klebsiella.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,genotype:ST307,NA,NA,NA,Good,2017-12-12T00:00:00Z,NA,NA,PRJNA420753,SAMN08133261,GCA_002833425.1,NA,"CP025143,CP025144,CP025145",Medini Annavajhala's shared submissions,Complete,Illumina MiSeq and Oxford Nanopore,31X,SPAdes hybrid assembly v. 3.10.1,NA,2,3,5741903,57.12,1,5388622,86,9,NA,5891,99.7,98,0.3,100,NA,bronchoalveolar lavage,NA,2016-12,2016,NA,USA,NA,NA,NA,North America,USA: New York City,NA,"Human, Homo sapiens",Human,NA,NA,NA,Human,NA,NA,NA,collected_by:Columbia University,Identification of distinct genomic adaptations in blaKPC-2-harboring Klebsiella pneumoniae ST307 conferring resistance to Ceftazidime-Avibactam.,2018-01-01T04:45:38Z,2018-01-01T04:45:38Z
573.16443,Klebsiella pneumoniae strain KP1766,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,KP1766,NA,NA,NA,MLST.klebsiella.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,genotype:ST307,NA,NA,NA,Good,2017-12-12T00:00:00Z,NA,NA,PRJNA420753,SAMN08133262,GCA_002833465.1,NA,"CP025146,CP025147,CP025148",Medini Annavajhala's shared submissions,Complete,Illumina MiSeq and Oxford Nanopore,71X,SPAdes hybrid assembly v. 3.10.1,NA,2,3,5751187,57.16,1,5383248,87,9,NA,5900,99.7,98,NA,100,NA,blood,NA,2016-12,2016,NA,USA,NA,NA,NA,North America,USA: New York City,NA,"Human, Homo sapiens",Human,NA,NA,NA,Human,NA,NA,NA,collected_by:Columbia University,Identification of distinct genomic adaptations in blaKPC-2-harboring Klebsiella pneumoniae ST307 conferring resistance to Ceftazidime-Avibactam.,2018-01-01T04:45:49Z,2018-01-01T04:45:49Z
573.16472,Klebsiella pneumoniae strain KP8,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,KP8,NA,NA,NA,MLST.klebsiella.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2017-12-20T00:00:00Z,NA,NA,PRJNA420654,SAMN08117208,GCA_002845865.1,NA,CP025089,Department of Laboratory Medicine,Complete,Illumina MiSeq,99.0x,A5-miseq v. v20150522,NA,NA,1,5478203,57.31,1,5478203,80,13,NA,5329,99.4,98.2,0.3,100,NA,NA,NA,2009-04-18,2009,NA,China,NA,NA,NA,Asia,China: Shanghai,NA,"Human, Homo sapiens",Human,NA,NA,NA,Human,NA,NA,NA,sample_type:The liver abscess puncture fluid,High a virulence strains;missing tRNA genes,2018-01-01T06:40:44Z,2018-01-01T06:40:44Z
573.16473,Klebsiella pneumoniae strain KP11,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,KP11,NA,NA,NA,MLST.Klebsiella_pneumoniae.700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mlst:11,NA,NA,NA,Good,2017-12-20T00:00:00Z,33092694,NA,PRJNA420766,SAMEA4773868,GCA_002845885.1,ERR2743735,CP025092,Department of Laboratory Medicine,Complete,Illumina MiSeq,99.0x,A5-miseq v. v20150522,NA,NA,1,4766628,57.55,1,4766628,77,18,NA,4585,95.9,94.8,NA,90.1,NA,NA,NA,2009-04-18,2015,NA,Brazil,NA,NA,NA,Asia,China: Shanghai,NA,"Human, Homo sapiens",Human,NA,NA,NA,Human,NA,NA,NA,sample_type:The liver abscess puncture fluid,have a high virulence strains.;genome length too small;missing tRNA genes,2018-01-01T06:40:23Z,2018-01-01T06:40:23Z
573.16474,Klebsiella pneumoniae strain KP9,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,KP9,NA,NA,NA,MLST.klebsiella.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2017-12-20T00:00:00Z,NA,NA,PRJNA420765,SAMN08117209,GCA_002845905.1,NA,CP025090,Department of Laboratory Medicine,Complete,Illumina MiSeq,99.0x,A5-miseq v. v20150522,NA,NA,1,5339613,57.42,1,5339613,77,8,NA,5160,99.4,98.2,0.7,100,NA,NA,NA,2009-04-18,2009,NA,China,NA,NA,NA,Asia,China: Shanghai,NA,"Human, Homo sapiens",Human,NA,NA,NA,Human,NA,NA,NA,sample_type:The liver abscess puncture fluid,have High virulence strains,2018-01-01T06:41:06Z,2018-01-01T06:41:06Z
573.16475,Klebsiella pneumoniae strain KP10,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,KP10,NA,NA,NA,MLST.klebsiella.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mlst:11,NA,NA,NA,Good,2017-12-20T00:00:00Z,33092694,NA,PRJNA420767,SAMEA4773867,GCA_002845925.1,ERR2743734,CP025091,Department of Laboratory Medicine,Complete,Illumina MiSeq,99.0x,A5-miseq v. v20150522,NA,NA,1,5061821,57.87,1,5061821,80,11,NA,4845,99.3,98.6,0.3,100,NA,NA,NA,2009-04-18,2015,NA,Brazil,NA,NA,NA,Asia,China: Shanghai,NA,"Human, Homo sapiens",Human,NA,NA,NA,Human,NA,NA,NA,sample_type:The liver abscess puncture fluid,their have a high virulence strains,2018-01-01T06:42:15Z,2018-01-01T06:42:15Z
573.16476,Klebsiella pneumoniae strain KP14,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,KP14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2017-12-20T00:00:00Z,NA,NA,PRJNA420653,SAMN08117217,GCA_002845945.1,NA,CP025093,Department of Laboratory Medicine,Complete,Illumina MiSeq,99.0x,A5-miseq v. v20150522,NA,NA,1,5187330,57.71,1,5187330,82,13,NA,4986,99.3,98.3,0.3,99.7,NA,NA,NA,2009-04-18,2009,NA,China,NA,NA,NA,Asia,China: Shanghai,NA,"Human, Homo sapiens",Human,NA,NA,NA,Human,NA,NA,NA,sample_type:The liver abscess puncture fluid,have low power strains,2018-01-01T06:43:10Z,2018-01-01T06:43:10Z
573.16477,Klebsiella pneumoniae strain KP7,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,KP7,NA,NA,NA,MLST.klebsiella.1941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2017-12-20T00:00:00Z,NA,NA,PRJNA420616,SAMN08117788,GCA_002845965.1,NA,CP025088,Department of Laboratory Medicine,Complete,Illumina MiSeq,99.0x,A5-miseq v. v20150522,NA,NA,1,5405065,57.38,1,5405065,68,6,NA,5195,99.3,97.9,0.3,100,NA,NA,NA,2009-04-18,2009,NA,China,NA,NA,NA,Asia,China: shanghai,NA,"Human, Homo sapiens",Human,NA,NA,NA,Human,NA,NA,NA,sample_type:The liver abscess puncture fluid,High virulence strains,2018-01-01T06:42:20Z,2018-01-01T06:42:20Z
573.1761,Klebsiella pneumoniae strain KP617,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,KP617,NA,NA,NA,MLST.klebsiella.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2015-10-06T00:00:00Z,NA,NA,PRJNA295237,SAMN04044480,GCA_001307175.1,NA,"CP012753,CP012754,CP012755","Korea National Institute of Health, Korea Centers for Disease Control & Prevention",Complete,NA,NA,NA,NA,2,3,5696051,56.87,1,5416282,85,9,NA,5613,99.6,98.1,NA,100,NA,Burn Patient,NA,2013-05-29,2013,NA,Korea,NA,NA,NA,Asia,Korea: Seoul,NA,"Human, Homo sapiens",Human,NA,NA,Bacterial Pneumonia,Human,NA,NA,NA,collected_by:KEPCO Medical Center,"Complete Genome Sequence of OXA-232 and NDM1 producing Klebsiella pneumoniae, Isolated from Korea",2016-01-17T17:13:30Z,2016-01-17T17:13:30Z
573.17803,Klebsiella pneumoniae strain Kp81,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,Kp81,NA,NA,NA,MLST.klebsiella.340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2018-01-17T00:00:00Z,NA,NA,PRJNA428749,SAMN08298849,GCA_002887435.1,NA,"CP025816,CP025817,CP025818",Londrina State University,Complete,Illumina,240.0x,CLC v. CLC Genomic Workbench 8,NA,2,3,5314129,57.432728,1,5182080,72,3,NA,5466,99.6,98.2,NA,100,NA,urine,isolated from human urine in 2014,2014-07-29,2014,NA,Brazil,NA,NA,NA,South America,Brazil:Minas Gerais,NA,"Human, Homo sapiens",Human,NA,NA,Urinary tract infection,Human,NA,NA,NA,collected_by:Federal University of Uberlandia,The Klebsiella pneumoniae Kp81 is a strain isolated from human urine in 2014. The antibiotic resistance is a main characteristic of this strain.;missing tRNA genes,2018-05-25T18:50:14Z,2018-05-25T18:50:14Z
573.17821,Klebsiella pneumoniae strain KPNIH50,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,KPNIH50,NA,NA,NA,MLST.klebsiella.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2018-01-29T00:00:00Z,NA,NA,PRJNA430813,SAMN06040389,GCA_002903005.1,NA,"CP026177,CP026175,CP026174,CP026176,CP026172,CP026173",NIH,Complete,PacBio RSII,214x,canu v. 1.3,NA,5,6,6209759,56.354553,1,5616605,88,9,NA,6676,99.9,98.3,0.7,100,NA,patients and hospital environment,isolated from patients and hospital environment,2016,2016,NA,USA,NA,NA,NA,NA,United States,env_biome:wastewater/sludge,"Human, Homo sapiens",Human,NA,NA,NA,Human,NA,NA,NA,NA,"Carbapenem Resistant Enterobacteriaceae strains including Klebsiella, Escherichia, Enterobacter, Citrobacter and Pantoea species isolated from patients and hospital environment.",2018-05-25T20:31:12Z,2018-05-25T20:31:12Z
573.17822,Klebsiella pneumoniae strain KPNIH49,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,KPNIH49,NA,NA,NA,MLST.klebsiella.359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2018-01-29T00:00:00Z,NA,NA,PRJNA430813,SAMN06040388,GCA_002903025.1,NA,"CP026178,CP026179,CP026182,CP026186,CP026181,CP026180,CP026185,CP026184,CP026183",NIH,Complete,PacBio RSII,250x,canu v. 1.5,NA,8,9,6374553,56.209274,1,5403218,86,9,NA,6853,99.1,97,1,100,NA,patients and hospital environment,isolated from patients and hospital environment,2016,2016,NA,USA,NA,NA,NA,NA,United States,env_biome:wastewater/sludge,"Human, Homo sapiens",Human,NA,NA,NA,Human,NA,NA,NA,NA,"Carbapenem Resistant Enterobacteriaceae strains including Klebsiella, Escherichia, Enterobacter, Citrobacter and Pantoea species isolated from patients and hospital environment.",2018-05-25T20:34:01Z,2018-05-25T20:34:01Z
573.17904,Klebsiella pneumoniae strain KPNIH48,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,KPNIH48,NA,NA,NA,MLST.klebsiella.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2018-02-04T00:00:00Z,NA,NA,PRJNA430813,SAMN06040387,GCA_002935085.1,NA,"CP026392,CP026394,CP026395,CP026397,CP026393,CP026396,CP026398",NIH,Complete,PacBio RSII,226x,canu v. 1.3,NA,6,7,6296819,56.31113,1,5531975,88,9,NA,6667,99.9,98.2,NA,100,NA,patients and hospital environment,isolated from patients and hospital environment,2016,2016,NA,USA,NA,NA,NA,NA,United States,env_biome:wastewater/sludge,"Human, Homo sapiens",Human,NA,NA,NA,Human,NA,NA,NA,NA,"Carbapenem Resistant Enterobacteriaceae strains including Klebsiella, Escherichia, Enterobacter, Citrobacter and Pantoea species isolated from patients and hospital environment.",2018-05-26T00:00:12Z,2018-05-26T00:00:12Z
573.17907,Klebsiella pneumoniae strain NUHL30457,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,NUHL30457,NA,NA,NA,MLST.klebsiella.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2018-02-12T00:00:00Z,NA,NA,PRJNA432625,SAMN08455837,GCA_002944845.1,NA,"CP026586,CP026587,CP026588,CP026589,CP026590","First Affiliated Hospital of Nanchang University, Nanchang University",Complete,PacBio,151.0x,HGAP3 v. smrt v2.3 HGAP3,NA,4,5,5782903,57.045467,1,5302595,87,9,NA,5988,99.4,98,0.3,100,NA,NA,NA,2016-10-24,2016,NA,China,NA,NA,NA,Asia,China:Nanchang,NA,"Human, Homo sapiens",Human,NA,NA,NA,Human,NA,NA,NA,sample_type:tissue sample,a microbe from a male with burn injury,2018-05-26T01:13:38Z,2018-05-26T01:13:38Z
573.17908,Klebsiella pneumoniae strain AR_0066,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,AR_0066,NA,NA,NA,MLST.klebsiella.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2018-02-19T00:00:00Z,NA,NA,PRJNA292904,SAMN04014907,GCA_002948565.1,NA,"CP026751,CP026752,CP026753",Centers for Disease Control and Prevention,Complete,PacBio RSII,250x,canu v. 1.6,NA,2,3,5733600,57.140907,1,5451057,86,9,NA,5787,99.7,98.2,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Collection of bacterial pathogens that are assembled to challenge assays that detect carbapenemase production representing a range of gram-negative bacteria,2018-05-26T01:37:07Z,2018-05-26T01:37:07Z
573.17909,Klebsiella pneumoniae strain FDAARGOS_156,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,FDAARGOS_156,NA,NA,NA,MLST.klebsiella.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDA:FDAARGOS_156,NA,NA,Good,2018-02-20T00:00:00Z,NA,NA,PRJNA231221,SAMN03996301,GCA_002951635.1,NA,"CP014123,CP014121,CP014124,CP014125,CP014122",US Food and Drug Administration,Complete,PacBio; Illumina,19.325x,HGAP3 v. Oct 2014,NA,4,5,5550639,57.100292,1,5264538,86,9,NA,5602,99.5,98.4,0.7,99.7,NA,urine,NA,2014-05-11,2014,NA,USA,District of Columbia,NA,NA,North America,USA:DC,NA,"Human, Homo sapiens",Human,Male,9M,Urinary tract infection,Human,NA,NA,NA,collected_by:Children's National Hospital,"In May 2014, the FDA and collaborators established a publicly available dAtabase for Reference Grade micrObial Sequences called FDA-ARGOS. With funding support from FDA’s Office of Counterterrorism and Emerging Threats (OCET) and DoD, the FDA-ARGOS team are initially collecting and sequencing 2000 microbes that include biothreat microorganisms, common clinical pathogens and closely related species. Currently, FDA-ARGOS microbial genomes are generated in 3 phases. Generally:  Phase 1 entails collection of a previously identified microbe and nucleic acid extraction. Phase 2, the microbial nucleic acids are sequenced and de novo assembled using Illumina and PacBio sequencing platforms at the Institute for Genome Sciences at the University of Maryland (UMD-IGS). Phase 3, the assembled genomes are vetted by an ID-NGS subject matter expert working group consisting of FDA personnel and collaborators and the data are deposited in NCBI databases.   The FDA-ARGOS genomes meet the quality metrics for reference-grade genomes for regulatory use. FDA-ARGOS reference genomes have been de novo assembled with high depth of base coverage and placed within a pre-established phylogenetic tree. Each microbial isolate in the database is covered at a minimum of 20X over 95 percent of the assembled core genome. Furthermore, sample specific metadata, raw reads, assemblies, annotation and details of the bioinformatics pipeline are available.",2018-05-26T02:02:04Z,2018-05-26T02:02:04Z
573.1791,Klebsiella pneumoniae strain HZW25,NA,573,131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Complete,HZW25,NA,NA,NA,MLST.klebsiella.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,2018-03-02T00:00:00Z,NA,NA,PRJNA421241,SAMN08135572,GCA_002966875.1,NA,"CP025211,CP025212,CP025213,CP025214,CP025215",The First Affiliated Hospital College of Medicine Zhejiang University,Complete,PacBio,221.0x,Canu v. V1.5,NA,4,5,5604335,56.98831,1,5198587,88,9,NA,5951,98.7,95.1,2.8,100,NA,blie,NA,2016-03-05,2016,NA,China,NA,NA,NA,Asia,China: Hangzhou,NA,"Human, Homo sapiens",Human,NA,36,Acute cholangitis,Human,NA,NA,NA,collected_by:Chen Qiong,Klebsiella pneumoniae strain HZW25 isolated from blie of a patient with acute cholangitis;many frameshifted proteins,2018-05-26T03:30:21Z,2018-05-26T03:30:21Z
